Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Store_ID,Location,Size,Category,Year,Month,Day,Weekday,Is_Weekend,onetime_customers,repeat_customers,latitude,longitude,is_holiday,holiday_name,temperature,season,weather_condition
135,10/15/2024,1,Male,63,Electronics,4,300,1200,S006,Miami,Large,online,2024,10,15,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Rural Women,65,Autumn,Rainy
136,4/18/2024,1,Female,59,Beauty,2,25,50,S006,Miami,Large,online,2024,4,18,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day for Monuments and Sites,88,Spring,Sunny
137,7/1/2024,1,Male,31,Electronics,4,25,100,S006,Miami,Large,online,2024,7,1,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,84,Summer,Drizzle
138,3/23/2024,1,Male,32,Clothing,3,50,150,S006,Miami,Large,online,2024,3,23,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,World Meteorological Day,80,Spring,Hazy
139,2/25/2024,1,Male,64,Beauty,1,50,50,S006,Miami,Large,online,2024,2,25,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,African-American Scientist and Inventor Day,73,Winter,Snow
140,5/23/2024,1,Female,60,Electronics,3,300,900,S006,Miami,Large,online,2024,5,23,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day to End Obstetric Fistula,61,Spring,Showers
141,6/29/2024,1,Male,61,Beauty,4,25,100,S006,Miami,Large,online,2024,6,29,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of the Tropics,81,Summer,Hazy
142,7/24/2024,1,Male,24,Beauty,2,30,60,S006,Miami,Large,online,2024,7,24,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Pioneer Day,83,Summer,Sunny
143,3/1/2024,1,Female,60,Beauty,4,25,100,S006,Miami,Large,online,2024,3,1,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Zero Discrimination Day,86,Spring,Sunny
144,6/26/2024,1,Female,37,Electronics,3,300,900,S006,Miami,Large,online,2024,6,26,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day Against Drug Abuse and Illicit Trafficking,94,Summer,Drizzle
145,7/26/2024,1,Male,49,Beauty,2,300,600,S006,Miami,Large,online,2024,7,26,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,62,Summer,Heatwave
146,12/23/2024,1,Female,27,Electronics,1,25,25,S006,Miami,Large,online,2024,12,23,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,82,Winter,Snow
147,12/2/2024,1,Female,64,Clothing,1,30,30,S006,Miami,Large,online,2024,12,2,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day for the Abolition of Slavery,61,Winter,Overcast
148,8/1/2024,1,Male,37,Beauty,4,30,1120,S006,Miami,Large,online,2024,8,1,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Colorado Day,94,Summer,Drizzle
149,12/23/2024,1,Female,20,Electronics,1,300,300,S006,Miami,Large,online,2024,12,23,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,83,Winter,Snow
150,12/23/2024,1,Female,61,Clothing,4,25,100,S006,Miami,Large,online,2024,12,23,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,64,Winter,Overcast
151,9/23/2024,1,Male,41,Clothing,2,50,100,S006,Miami,Large,online,2024,9,23,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Sign Languages,80,Autumn,Cloudy
152,8/22/2024,1,Female,49,Beauty,3,25,75,S006,Miami,Large,online,2024,8,22,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day Commemorating the Victims of Acts of Violence Based on Religion or Belief,74,Summer,Hazy
153,6/12/2024,1,Male,62,Electronics,2,25,50,S006,Miami,Large,online,2024,6,12,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Shavuot,81,Summer,Sunny
154,3/23/2024,1,Female,21,Beauty,3,500,1500,S006,Miami,Large,online,2024,3,23,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,World Meteorological Day,89,Spring,Light Rain
155,6/21/2024,1,Male,42,Clothing,3,25,75,S006,Miami,Large,online,2024,6,21,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Yoga,68,Summer,Drizzle
156,6/13/2024,1,Female,55,Clothing,1,500,500,S006,Miami,Large,online,2024,6,13,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Albinism Awareness Day,93,Summer,Drizzle
157,8/27/2024,1,Male,62,Electronics,3,50,150,S006,Miami,Large,online,2024,8,27,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Lyndon Baines Johnson Day,66,Summer,Hazy
158,2/1/2024,1,Female,43,Clothing,3,500,1500,S006,Miami,Large,online,2024,2,1,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,National Freedom Day,81,Winter,Sunny
159,12/23/2024,1,Female,60,Electronics,3,300,900,S006,Miami,Large,online,2024,12,23,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,83,Winter,Sunny
160,4/23/2024,1,Female,51,Clothing,3,30,2290,S006,Miami,Large,online,2024,4,23,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Passover (first day),78,Spring,Hazy
161,9/6/2024,1,Female,50,Clothing,4,50,200,S006,Miami,Large,online,2024,9,6,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Ganesh Chaturthi,87,Autumn,Overcast
162,7/19/2024,1,Female,64,Electronics,1,300,300,S006,Miami,Large,online,2024,7,19,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,84,Summer,Drizzle
163,6/22/2024,1,Female,37,Clothing,4,30,120,S006,Miami,Large,online,2024,6,22,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,FALSE,,67,Summer,Clear Skies
164,12/14/2024,1,Female,52,Beauty,2,30,60,S006,Miami,Large,online,2024,12,14,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,FALSE,,85,Winter,Overcast
165,3/11/2024,1,Male,57,Clothing,1,500,500,S006,Miami,Large,online,2024,3,11,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,76,Spring,Hazy
166,3/27/2024,1,Male,27,Beauty,1,500,500,S006,Miami,Large,online,2024,3,27,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,81,Spring,Hazy
167,4/12/2024,1,Female,40,Clothing,2,25,50,S006,Miami,Large,online,2024,4,12,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Human Space Flight,91,Spring,Cloudy
168,2/22/2024,1,Male,52,Electronics,2,25,50,S006,Miami,Large,online,2024,2,22,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,82,Winter,Sunny
169,11/4/2024,1,Female,34,Electronics,1,500,500,S006,Miami,Large,online,2024,11,4,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,85,Autumn,Rainy
170,7/9/2024,1,Female,20,Beauty,1,50,50,S006,Miami,Large,online,2024,7,9,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,75,Summer,Heatwave
171,11/12/2024,1,Male,19,Electronics,3,25,75,S006,Miami,Large,online,2024,11,12,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Pneumonia Day,77,Autumn,Windy
172,10/3/2024,1,Male,52,Electronics,3,50,150,S006,Miami,Large,online,2024,10,3,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Navratri,74,Autumn,Foggy
173,6/16/2024,1,Male,42,Beauty,4,50,200,S006,Miami,Large,online,2024,6,16,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Family Remittances,69,Summer,Hazy
174,9/22/2024,1,Male,42,Beauty,1,50,50,S006,Miami,Large,online,2024,9,22,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,Emancipation Day,73,Autumn,Rainy
175,5/4/2024,1,Male,32,Clothing,2,25,50,S006,Miami,Large,online,2024,5,4,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,Orthodox Holy Saturday,76,Spring,Showers
176,9/9/2024,1,Male,23,Electronics,2,50,100,S006,Miami,Large,online,2024,9,9,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day to Protect Education from Attack,85,Autumn,Rainy
177,2/17/2024,1,Female,41,Clothing,3,30,90,S006,Miami,Large,online,2024,2,17,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,FALSE,,70,Winter,Foggy
178,5/31/2024,1,Male,28,Electronics,4,300,1200,S006,Miami,Large,online,2024,5,31,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World No Tobacco Day,93,Spring,Hazy
179,12/21/2024,1,Female,42,Clothing,1,300,300,S006,Miami,Large,online,2024,12,21,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,FALSE,,67,Winter,Foggy
180,10/25/2024,1,Male,37,Beauty,3,500,1500,S006,Miami,Large,online,2024,10,25,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Simchat Torah,60,Autumn,Rainy
181,12/26/2024,1,Male,23,Clothing,1,30,1130,S006,Miami,Large,online,2024,12,26,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Chanukah/Hanukkah (first day),62,Winter,Snow
182,4/29/2024,1,Female,26,Clothing,2,30,60,S006,Miami,Large,online,2024,4,29,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Arbor Day,63,Spring,Light Rain
183,3/3/2024,1,Female,52,Clothing,4,30,120,S006,Miami,Large,online,2024,3,3,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,World Wildlife Day,90,Spring,Light Rain
184,12/20/2024,1,Male,34,Electronics,2,25,50,S006,Miami,Large,online,2024,12,20,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Human Solidarity Day,86,Winter,Snow
185,9/5/2024,1,Male,52,Electronics,1,30,30,S006,Miami,Large,online,2024,9,5,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Charity,80,Autumn,Rainy
186,4/10/2024,1,Male,31,Electronics,1,30,30,S006,Miami,Large,online,2024,4,10,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Eid al-Fitr,62,Spring,Cloudy
187,11/19/2024,1,Male,49,Clothing,4,50,200,S006,Miami,Large,online,2024,11,19,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Toilet Day,94,Autumn,Rainy
188,1/28/2024,1,Female,20,Electronics,1,30,30,S006,Miami,Large,online,2024,1,28,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,World Leprosy Day,81,Winter,Sunny
189,11/14/2024,1,Female,55,Beauty,1,50,50,S006,Miami,Large,online,2024,11,14,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Diabetes Day,94,Autumn,Windy
190,2/20/2024,1,Male,60,Electronics,2,500,1000,S006,Miami,Large,online,2024,2,20,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Day of Social Justice,84,Winter,Overcast
191,5/3/2024,1,Male,47,Beauty,1,30,30,S006,Miami,Large,online,2024,5,3,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Orthodox Good Friday,84,Spring,Hazy
192,3/30/2024,1,Female,56,Clothing,4,50,200,S006,Miami,Large,online,2024,3,30,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,Holy Saturday,61,Spring,Showers
193,7/29/2024,1,Female,31,Electronics,3,25,75,S006,Miami,Large,online,2024,7,29,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,60,Summer,Drizzle
194,5/30/2024,1,Female,19,Electronics,2,25,50,S006,Miami,Large,online,2024,5,30,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Corpus Christi,90,Spring,Sunny
195,8/21/2024,1,Female,57,Electronics,2,30,60,S006,Miami,Large,online,2024,8,21,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Remembrance of and Tribute to the Victims of Terrorism,76,Summer,Heatwave
196,1/13/2024,1,Male,50,Electronics,1,30,30,S009,Oregon,Small,outlet,2024,1,13,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,Stephen Foster Memorial Day,47,Winter,Sunny
197,1/17/2024,1,Male,64,Clothing,4,30,120,S009,Oregon,Small,outlet,2024,1,17,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,61,Winter,Snow
198,4/30/2024,1,Female,47,Electronics,2,25,50,S009,Oregon,Small,outlet,2024,4,30,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Last Day of Passover,55,Spring,Light Rain
199,11/29/2024,1,Female,49,Clothing,1,300,300,S009,Oregon,Small,outlet,2024,11,29,Friday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day of Solidarity with the Palestinian People,55,Autumn,Rainy
200,3/23/2024,1,Female,50,Electronics,2,50,100,S009,Oregon,Small,outlet,2024,3,23,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,World Meteorological Day,61,Spring,Light Rain
201,6/22/2024,1,Male,45,Beauty,1,50,50,S009,Oregon,Small,outlet,2024,6,22,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,FALSE,,67,Summer,Clear Skies
202,2/10/2024,1,Male,25,Electronics,1,300,300,S009,Oregon,Small,outlet,2024,2,10,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,World Pulses Day,57,Winter,Overcast
203,3/29/2024,1,Male,56,Clothing,1,500,500,S009,Oregon,Small,outlet,2024,3,29,Friday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Good Friday,46,Spring,Hazy
204,12/19/2024,1,Female,44,Clothing,2,300,600,S009,Oregon,Small,outlet,2024,12,19,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,49,Winter,Snow
205,4/19/2024,1,Female,27,Beauty,3,25,75,S009,Oregon,Small,outlet,2024,4,19,Friday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Arbor Day,66,Spring,Showers
206,10/18/2024,1,Female,34,Electronics,4,500,2000,S009,Oregon,Small,outlet,2024,10,18,Friday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Alaska Day,60,Autumn,Foggy
207,7/24/2024,1,Female,33,Clothing,2,25,50,S009,Oregon,Small,outlet,2024,7,24,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Pioneer Day,54,Summer,Clear Skies
208,9/18/2024,1,Female,21,Beauty,2,300,600,S009,Oregon,Small,outlet,2024,9,18,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Equal Pay Day,69,Autumn,Windy
209,11/18/2024,1,Male,46,Beauty,2,500,1000,S009,Oregon,Small,outlet,2024,11,18,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,60,Autumn,Foggy
210,3/23/2024,1,Male,49,Clothing,4,50,200,S009,Oregon,Small,outlet,2024,3,23,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,World Meteorological Day,66,Spring,Showers
211,12/16/2024,1,Male,63,Electronics,2,500,1000,S009,Oregon,Small,outlet,2024,12,16,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,60,Winter,Sunny
212,11/25/2024,1,Female,43,Clothing,4,25,100,S009,Oregon,Small,outlet,2024,11,25,Monday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day for the Elimination of Violence against Women,68,Autumn,Rainy
213,2/24/2024,1,Male,53,Clothing,1,300,300,S009,Oregon,Small,outlet,2024,2,24,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,FALSE,,52,Winter,Snow
214,11/24/2024,1,Female,52,Clothing,3,300,900,S009,Oregon,Small,outlet,2024,11,24,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,FALSE,,57,Autumn,Foggy
215,3/24/2024,1,Male,45,Beauty,2,50,100,S009,Oregon,Small,outlet,2024,3,24,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,Palm Sunday,48,Spring,Sunny
216,5/3/2024,1,Male,40,Clothing,3,25,75,S009,Oregon,Small,outlet,2024,5,3,Friday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Orthodox Good Friday,53,Spring,Showers
217,3/7/2024,1,Female,54,Beauty,3,300,900,S009,Oregon,Small,outlet,2024,3,7,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,55,Spring,Sunny
218,10/9/2024,1,Male,56,Electronics,1,25,25,S009,Oregon,Small,outlet,2024,10,9,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,World Post Day,45,Autumn,Foggy
219,8/5/2024,1,Male,61,Clothing,1,25,25,S009,Oregon,Small,outlet,2024,8,5,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,65,Summer,Drizzle
220,1/1/2024,1,Male,42,Beauty,3,500,1500,S009,Oregon,Small,outlet,2024,1,1,Monday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,New Year's Day,48,Winter,Foggy
221,2/18/2024,1,Male,23,Clothing,2,500,1000,S009,Oregon,Small,outlet,2024,2,18,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,FALSE,,66,Winter,Overcast
222,4/9/2024,1,Female,23,Clothing,2,500,1000,S009,Oregon,Small,outlet,2024,4,9,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,National Library Workers' Day,69,Spring,Sunny
223,4/8/2024,1,Male,43,Clothing,2,500,1000,S009,Oregon,Small,outlet,2024,4,8,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,58,Spring,Cloudy
224,8/5/2024,1,Male,50,Clothing,1,500,500,S009,Oregon,Small,outlet,2024,8,5,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,57,Summer,Clear Skies
225,3/27/2024,1,Female,23,Clothing,3,30,90,S009,Oregon,Small,outlet,2024,3,27,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,63,Spring,Cloudy
226,7/14/2024,1,Male,57,Beauty,2,300,600,S009,Oregon,Small,outlet,2024,7,14,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,Bastille Day,50,Summer,Clear Skies
227,2/1/2024,1,Female,28,Electronics,4,300,1200,S009,Oregon,Small,outlet,2024,2,1,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,National Freedom Day,44,Winter,Foggy
228,6/11/2024,1,Male,57,Electronics,2,500,1000,S009,Oregon,Small,outlet,2024,6,11,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Kamehameha Day,52,Summer,Clear Skies
229,12/9/2024,1,Female,55,Electronics,1,500,500,S009,Oregon,Small,outlet,2024,12,9,Monday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Feast of the Immaculate Conception,56,Winter,Snow
230,2/7/2024,1,Male,57,Clothing,2,50,100,S009,Oregon,Small,outlet,2024,2,7,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,National Girls and Women in Sports Day,69,Winter,Foggy
231,5/16/2024,1,Female,64,Beauty,1,30,30,S009,Oregon,Small,outlet,2024,5,16,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day of Living Together in Peace,54,Spring,Sunny
232,3/9/2024,1,Female,46,Clothing,4,50,200,S009,Oregon,Small,outlet,2024,3,9,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,FALSE,,60,Spring,Showers
233,6/4/2024,1,Male,44,Beauty,1,30,30,S009,Oregon,Small,outlet,2024,6,4,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day of Innocent Children Victims of Aggression,54,Summer,Drizzle
234,12/6/2024,1,Male,50,Electronics,2,500,1000,S009,Oregon,Small,outlet,2024,12,6,Friday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,St Nicholas Day,69,Winter,Foggy
235,5/20/2024,1,Male,32,Clothing,2,300,600,S009,Oregon,Small,outlet,2024,5,20,Monday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Whit Monday,69,Spring,Hazy
236,11/6/2024,1,Female,25,Clothing,4,300,1200,S009,Oregon,Small,outlet,2024,11,6,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day for Preventing the Exploitation of the Environment in War and Armed Conflict,44,Autumn,Rainy
237,4/18/2024,1,Female,22,Beauty,4,25,100,S009,Oregon,Small,outlet,2024,4,18,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day for Monuments and Sites,41,Spring,Light Rain
238,11/21/2024,1,Female,29,Clothing,2,50,100,S009,Oregon,Small,outlet,2024,11,21,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,World Television Day,62,Autumn,Windy
239,5/16/2024,1,Male,62,Electronics,4,50,200,S009,Oregon,Small,outlet,2024,5,16,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day of Living Together in Peace,43,Spring,Showers
240,12/28/2024,1,Male,64,Electronics,2,25,50,S009,Oregon,Small,outlet,2024,12,28,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,FALSE,,43,Winter,Foggy
241,8/7/2024,1,Female,43,Electronics,3,300,900,S009,Oregon,Small,outlet,2024,8,7,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Purple Heart Day,55,Summer,Clear Skies
242,1/5/2024,1,Female,60,Electronics,2,500,1000,S009,Oregon,Small,outlet,2024,1,5,Friday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,64,Winter,Snow
243,10/10/2024,1,Male,57,Beauty,4,300,1200,S009,Oregon,Small,outlet,2024,10,10,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,World Mental Health Day,66,Autumn,Foggy
244,1/22/2024,1,Female,53,Electronics,1,300,300,S009,Oregon,Small,outlet,2024,1,22,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,50,Winter,Overcast
245,12/16/2024,1,Female,45,Electronics,1,30,30,S009,Oregon,Small,outlet,2024,12,16,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,43,Winter,Foggy
246,2/22/2024,1,Female,46,Beauty,1,25,25,S009,Oregon,Small,outlet,2024,2,22,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,45,Winter,Snow
247,7/28/2024,1,Female,58,Beauty,3,300,900,S009,Oregon,Small,outlet,2024,7,28,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,World Hepatitis Day,48,Summer,Drizzle
248,4/25/2024,1,Male,55,Clothing,1,30,30,S009,Oregon,Small,outlet,2024,4,25,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Girls in ICT Day,45,Spring,Sunny
249,12/4/2024,1,Male,24,Electronics,1,30,30,S009,Oregon,Small,outlet,2024,12,4,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,International Day of Banks,64,Winter,Foggy
250,4/9/2024,1,Female,35,Electronics,1,25,25,S009,Oregon,Small,outlet,2024,4,9,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,National Library Workers' Day,50,Spring,Sunny
251,7/24/2024,1,Male,44,Clothing,4,500,2000,S009,Oregon,Small,outlet,2024,7,24,Wednesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Pioneer Day,64,Summer,Drizzle
252,4/8/2024,1,Female,47,Clothing,4,25,100,S009,Oregon,Small,outlet,2024,4,8,Monday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,43,Spring,Cloudy
253,9/24/2024,1,Female,62,Electronics,1,300,300,S009,Oregon,Small,outlet,2024,9,24,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,41,Autumn,Windy
254,11/16/2024,1,Male,19,Electronics,3,500,1500,S009,Oregon,Small,outlet,2024,11,16,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,International Day for Tolerance,52,Autumn,Foggy
255,4/9/2024,1,Female,51,Clothing,2,30,60,S009,Oregon,Small,outlet,2024,4,9,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,National Library Workers' Day,51,Spring,Sunny
256,8/4/2024,1,Female,50,Beauty,2,50,100,S009,Oregon,Small,outlet,2024,8,4,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,Coast Guard Birthday,47,Summer,Drizzle
257,12/13/2024,1,Female,49,Electronics,3,25,75,S009,Oregon,Small,outlet,2024,12,13,Friday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Friday the 13th,50,Winter,Sunny
258,10/24/2024,1,Male,50,Electronics,2,50,100,S009,Oregon,Small,outlet,2024,10,24,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Shmini Atzeret,54,Autumn,Windy
259,8/27/2024,1,Female,51,Electronics,1,300,300,S009,Oregon,Small,outlet,2024,8,27,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Lyndon Baines Johnson Day,40,Summer,Heatwave
260,8/15/2024,1,Male,49,Clothing,1,500,500,S009,Oregon,Small,outlet,2024,8,15,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Assumption of Mary,66,Summer,Heatwave
261,3/17/2024,1,Male,54,Clothing,3,25,75,S009,Oregon,Small,outlet,2024,3,17,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,St. Patrick's Day,68,Spring,Showers
262,12/19/2024,1,Female,47,Clothing,2,50,100,S009,Oregon,Small,outlet,2024,12,19,Thursday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,64,Winter,Overcast
263,8/6/2024,1,Female,61,Electronics,1,500,500,S009,Oregon,Small,outlet,2024,8,6,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,51,Summer,Sunny
264,4/23/2024,1,Female,52,Clothing,3,30,90,S009,Oregon,Small,outlet,2024,4,23,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Passover (first day),62,Spring,Hazy
265,3/10/2024,1,Male,34,Clothing,3,50,150,S009,Oregon,Small,outlet,2024,3,10,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,International Day of Women Judges,42,Spring,Showers
266,8/26/2024,1,Female,34,Beauty,3,300,900,S009,Oregon,Small,outlet,2024,8,26,Monday,FALSE,1,FALSE,43.9792797,-120.737257,TRUE,Janmashtami,51,Summer,Drizzle
267,10/8/2024,1,Male,60,Electronics,4,500,2000,S009,Oregon,Small,outlet,2024,10,8,Tuesday,FALSE,1,FALSE,43.9792797,-120.737257,FALSE,,41,Autumn,Cloudy
268,8/17/2024,1,Female,63,Electronics,3,300,900,S009,Oregon,Small,outlet,2024,8,17,Saturday,TRUE,1,FALSE,43.9792797,-120.737257,FALSE,,52,Summer,Drizzle
269,11/17/2024,1,Female,35,Electronics,4,30,120,S009,Oregon,Small,outlet,2024,11,17,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,World Day of Remembrance for Road Traffic Victims,43,Autumn,Windy
270,2/11/2024,1,Male,40,Clothing,1,25,25,S009,Oregon,Small,outlet,2024,2,11,Sunday,TRUE,1,FALSE,43.9792797,-120.737257,TRUE,International Day of Women and Girls in Science,47,Winter,Overcast
